
                                    144BBS.TXT
           US BBS's Supporting v.32, v.32bis, v.fc & v.34 CONNECTs

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                  [3/12/24/96/14.4k v.32bis - Public Access]
         9600 v.32/14.4k v.32bis/14.4k HST/16.8 ZyXEL Lines Available

             See 144MDM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
605-338-8333  Youth Education EBBS        Sioux Falls        SD     V32
605-348-4113  The Time Portal             Rapid City         SD     V32
605-923-2111  Cowboy's Corral             Rapid City         SD     V32B
606-283-2040  The ZOO                     Independence       KY     V32B
606-727-3638  DataNet                     Erlanger           KY     V32B
606-727-9666  Nobody's Here Now           Erlanger           KY     V32B
607-256-0200  The Lowlands                Ithaca             NY     V32
607-256-5466  Shark's Basin               Ithaca             NY     V32B
607-687-6193  Walden Puddle               Owego              NY     V32
608-274-7483  Der SaugenGrube BBS         Madison            WI     V32
608-837-1923  JW-PC DataFlex              Sun Prairie        WI     V32B
609-232-1245  Compu-Data                  Turnersville       NJ     V32B
609-272-0619  ICS ON-Line                 Egg Harbor Townsh  NJ     V32B
609-327-9133  The Towers BBS              Millville          NJ     V32B
609-383-9392  Academia BBS                Northfield         NJ     V32B
609-386-1989  Capital City BBS            Burlington         NJ     V32B
609-392-5953  Polymath One                Trenton            NJ     V34
609-398-1766  The Club BBS                Galloway           NJ     V32B
609-482-1336  The Next Generation BBS     Maple Shade        NJ     V32B
609-482-7345  The Next Generation BBS     Maple Shade        NJ     V32
609-482-8604  Maple Shade Opus            Maple Shade        NJ     V32
609-485-2380  The Casino                  Atlantic City      NJ     VFC
609-546-2792  Keep It Simple Stupid BBS   Haddon Heights     NJ     V34
609-561-3377  Casino BBS                  Atlantic City      NJ     V32B
609-582-4753  The Programming Lynk        Sewell             NJ     V32
609-586-4847  Freedom InfoNet BBS         Mercerville        NJ     V32B
609-627-8369  Dark Shadows BBS 2          Lindenwold         NJ     V32
609-645-7080  Online In D'Hood            Pleasantville      NJ     V32B
609-646-2011  Nirvana                     Pleasantville      NJ     V32B
609-748-1728  The Club BBS                Galloway           NJ     V32B
609-764-0812  The Radio Wave PCB BBS      Delran             NJ     V32B
609-768-6585  B.B's BBS                   Atco               NJ     V32
609-786-3475  Allen's Space Shuttle       Riverton           NJ     V32
609-786-8601  Allen's Space Shuttle       Riverton           NJ     V32
609-794-8907  Connections! BBS            Vineland           NJ     V32B
609-825-1621  Holly City BBS 1            Millville          NJ     V32B
609-825-5223  Union Lake BBS              Millville          NJ     V32B
609-825-8045  Holly City BBS 2            Millville          NJ     V32B
609-829-5601  Marquee Systems BBS         Cinnaminson        NJ     V32B
609-859-1910  Pinelands RBBS              Vincentown         NJ     V32
609-866-2551  The Livewire BBS            Mt. Laurel         NJ     V32
609-871-7484  JB BBS                      Edgewater Park     NJ     V32B
609-895-0398  The NJCC                    Lawrenceville      NJ     V32B
609-895-0858  Revision Systems 2          Lawrenceville      NJ     V32B
609-896-3256  Revision Systems 1          Lawrenceville      NJ     V32B
609-926-0963  Anarchy Central             Linwood            NJ     V32B
609-953-5612  Allen's Space Shuttle       Medford            NJ     V32B
609-953-5621  Allen's Space Shuttle       Medford            NJ     V32B
610-272-6244  Farpoint Station BBS        Norristown         PA     V32
610-279-9799  Ophiophile Maximus          Blue Bell          PA     V32
610-287-7689  The 5th Dimension BBS       Chester Springs    PA     V32
610-326-9774  Cruise'in City BBS          Pottstown          PA     V32B
610-346-8024  The Solution II BBS 4       Allentown          PA     V32
610-356-1630  HYPERLINC East BBS          Philadephia        PA     V32
610-363-6625  Del Ches Systems BBS        Lionville          PA     V32B
610-434-6225  The Micro Cottage BBS       Whitehall          PA     V32
610-446-8923  The Bazaar at Deva          Upper Darby        PA     V32
610-469-6050  The Dying Planet            Elverson           PA     V32
610-583-9784  COPY-CAT BBS                Folcroft           PA     V32B
610-623-6203  RunWay BBS                  Lansdowne          PA     V32
610-631-0685  System-2 BBS                Norristown         PA     V32
610-678-9854  The File Cabinet BBS        Wyomissing         PA     V32
610-783-6352  NPN                         King of Prussia    PA     V32B
610-868-0565  The Main Sequence           Bethlehem          PA     V32B
610-944-6269  Schizophrenia               Fleetwood          PA     V32
610-992-1720  ONIX                        King Of Prussia    PA     V32B
612-252-1116  The Outpost!                Sauk Rapids        MN     V32B
612-474-0724  Haven of Rest               Minneapolis        MN     V32
612-544-5118  FlightLine BBS              Minneapolis        MN     V32B
612-571-6280  The Enterprise Board        Fridley            MN     V32
612-591-7767  The O-Zone BBS              New Hope           MN     V32
612-593-4083  WalkInTheShadowsOfNight     Minneapolis        MN     V32B
612-593-5081  WalkInTheShadowsOfNight     Minneapolis        MN     V32B
612-593-5100  WalkInTheShadowsOfNight     Minneapolis        MN     V32B
612-593-5106  WalkInTheShadowsOfNight     Minneapolis        MN     V32B
612-593-5107  WalkInTheShadowsOfNight     Minneapolis        MN     V32B
612-623-0152  Terrapin Station            Minneapolis        MN     V32B
612-624-4318  U-of-MN Libraries BBS       Minneapolis        MN     V32
612-654-8194  Granite BBS Public 2        St. Cloud          MN     V32B
612-656-0678  Granite BBS Private 3       St. Cloud          MN     V32B
612-768-9518  Carrillon BBS               Cottage Grove      MN     V32B
612-825-5231  Nightlife BBS               Minneapolis        MN     V32
612-832-5127  Odyssey BBS                 Edina              MN     V32B
612-938-1875  TC-AMS TBBS                 Minnetonka         MN     V32
612-938-8924  Dark Knight's Table         Minnetonka         MN     V32
612-944-3358  The Freezing Point          Eden Prairie       MN     V32
614-224-1635  The Wizard's Gate           Columbus           OH     V32B
614-259-5822  Kitty City BBS              Lucasville         OH     V32
614-268-1982  Ginger's Port Limited       Columbus           OH     V32
614-268-9456  Ginger's Port Limited       Columbus           OH     V32B
614-274-8556  Rogers'BBS!                 Columbus           OH     V32B
614-333-6343  OdieLink Music BBS          Washington C.H.    OH     V32B
614-363-4204  Patriot Network System      Delaware           OH     V32
614-374-6910  Flying High!                Marietta           OH     V32
614-382-3534  Marion Software Connection  Marion             OH     V32
614-387-3524  Marion Software Connection  Marion             OH     V32
614-436-2414  Briefcase BBS               Columbus           OH     V32
614-442-6696  Utilities Exchange BBS      Columbus           OH     V32
614-457-1701  MARDUK III                  Upper Arlington    OH     V32B
614-478-3611  AveMaria                    Columbus           OH     V32
614-523-1105  Ginger's Port               Westerville        OH     V32
614-772-5520  The Outer Limits            Chillicothe        OH     V32B
614-784-8555  Ginger's Port Limited       Columbus           OH     V32B
614-837-3896  Aspencade BBS               Pickerington       OH     V32B
614-855-7101  NightOwl Online!            New Albany         OH     V32B
614-861-8377  The Computer Room           Pickerington       OH     V32
614-870-6544  The CommPort BBS            Columbus           OH     V32
614-882-4478  MARDUK                      Columbus           OH     V32B
614-885-9829  Colossus                    Worthington        OH     V32
614-891-0255  Twilight Zone               Columbus           OH     V32
615-227-1768  Dandy Line BBS              Nashville          TN     V32
615-353-0514  Control Systems             Nashville          TN     V32
615-353-3476  EET BBS                     Nashville          TN     V32
615-356-8016  The M.C. Photographers      Nashville          TN     V32
615-360-8008  Cheyenne Social Club        Nashville          TN     V32B
615-360-9061  Cheyenne Social Club        Nashville          TN     V32B
615-385-9328  Strawberry Fields           Nashville          TN     V32
615-482-5138  Beginners BBS               Oak Ridge          TN     V32B
615-531-2177  Volunteer PC BBS            Knoxville          TN     V32
615-646-2842  The Rx Shop 2               Nashville          TN     V32
615-662-5712  TechTips BBS                Nashville          TN     V32B
615-671-1732  Data Bank BBS               Knoxville          TN     V32B
615-671-4695  Data World BBS              Knoxville          TN     V32B
615-671-4696  Data World BBS              Knoxville          TN     V32B
615-675-3282  Data World BBS 4 Private    Knoxville          TN     V32B
615-675-4577  Data World BBS 3 Private    Knoxville          TN     V32B
615-675-4753  Data World BBS              Knoxville          TN     V32
615-675-6994  Data World BBS 5 Private    Knoxville          TN     V32B
615-744-0024  The Tutorboard              Decatur            TN     V32
615-899-3899  Glenn's GIF World           Chattanooga        TN     V32
615-970-7418  Data-Comp BBS Private       Maryville          TN     V32B
615-982-6512  Data-Comp BBS Private 3     Maryville          TN     V32B
615-983-8232  The Disk Fix                Maryville          TN     V32
616-372-3547  The Amigans BBS             Kalamazoo          MI     V32B
616-383-0337  Lightning Zone              Kalamazoo          MI     V32
616-455-2252  Fort Knox                   Grand Rapids       MI     V32
616-456-5342  Post Office                 Grand Rapids       MI     V32
616-534-2310  Jade Online Systems         Kentwood           MI     V32B
616-896-7820  DJ's Country                Dorr               MI     V32
616-897-6647  Spiteos                     Lowell             MI     V32
617-335-6842  The Complete Sports BBS     Weymouth           MA     V32B
617-354-3230  Channel 1 (R)               Cambridge          MA     V32B
617-471-0542  Tom's BBS                   Wollaston          MA     V32B
617-625-0381  BCS Macintosh TBBS          Somerville         MA     V32
617-631-4029  Cambridge DataWorks         Marblehead         MA     V32
617-846-7394  The IMPosium BBS            Boston             MA     V32B
618-253-3608  Crimson Cross BBS           Harrisburg         IL     V32B
618-549-1129  Mac UnderGround HQ          Carbondale         IL     V32
618-684-3990  Hard Disk Cafe! BBS         Murphysboro        IL     V32B
619-223-7111  Know Ware BBS               San Diego          CA     V32
619-240-6200  Tana BBS                    Apple Valley       CA     V32
619-270-8779  Information Exchange 386    Pacific Beach      CA     V32
619-273-0514  Lost Bytes                  San Diego          CA     V32B
619-278-7086  Pacific Rim Information     San Diego          CA     V32
619-278-7361  Pacific Rim Information II  San Diego          CA     V32
619-280-3819  Chaos                       San Diego          CA     V32
619-281-5538  The General BBS             San Diego          CA     V32
619-284-8729  Trader's World              San Diego          CA     V32
619-291-0544  Hillcrest Community BBS     San Diego          CA     V32
619-345-5838  The T&L BBS                 Indio              CA     V32B
619-361-5527  The Stumps II WC! BBS       Twentynine Palms   CA     V32
619-371-1665  Computing Technology BBS    Ridgecrest         CA     V32
619-435-0036  Daily Calendar BBS          Coronado           CA     V32B
619-446-4452  Mr. C's BBS 1               Ridgcrest          CA     V32B
619-446-4453  Mr. C's BBS 2               Ridgcrest          CA     V32B
619-449-8333  West Coast Connection       San Diego          CA     V32
619-467-0335  The SW/SE Connection        San Diego          CA     V32B
619-562-3646  Foys' Trading Post          Santee             CA     V32
619-587-9825  Tunnels Of Vesarius         San Diego          CA     V32
619-588-8931  DOOGER'S Place              El Cajon           CA     V32
619-665-8028  Public Access BBS           Big River          CA     V32B
619-746-7511  Time Traveler BBS #1        Escondido          CA     V32B
619-747-4040  Dream Journal BBS           Escondido          CA     V32B
619-775-3930  Great Escape                Indio              CA     V32
619-949-4021  NOHO BBS                    Hesperia           CA     V32
701-228-2908  The Academy BBS             Bottineau          ND     V32
701-266-5463  The N.E.R.D. Board          Rock Lake          ND     V32B
701-772-5399  City Lites PCB              Grand Forks        ND     V32B
702-253-9917  dBest In The West           Las Vegas          NV     V32B
702-254-8601  Absolutely Temporary        Las Vegas          NV     V32B
702-431-2031  Corvette BBS 2              Las Vegas          NV     V32B
702-431-2284  Corvette BBS 1              Las Vegas          NV     V32
702-431-8589  Tuesday Night BBS           Las Vegas          NV     V32B
702-435-0786  The Rebel BBS               Las Vegas          NV     V32B
702-435-8407  Reservations Only           Las Vegas          NV     V32B
702-454-6340  Click Me Twice BBS          Las Vegas          NV     V32
702-463-5346  Black Rock BBS              Yerington          NV     V32
702-463-5754  The Control Tower BBS       Yerington          NV     V32
702-565-4800  The Late Show Of Las Vegas  Las Vegas          NV     V32B
702-588-0315  Lightning System III        Stateline          NV     V32B
702-597-1932  The Las Vegas Center BBS    Las Vegas          NV     V32
702-643-2802  Plateau of Wolves           Las Vegas          NV     V32
702-644-3289  Nighthawk BBS               Las Vegas          NV     V32
702-647-4427  The $in City Bit Pit        Las Vegas          NV     V32B
702-738-4177  The Image Club              Elko               NV     V32
702-796-7134  Dust Devil BBS              Las Vegas          NV     V32B
702-825-3981  Evolutions End BBS          Reno               NV     V32B
702-873-4476  The South Poll              Las Vegas          NV     V32B
703-241-5492  Craig's Place               Falls Church       VA     V32
703-257-1583  The Outpost                 Manassas           VA     V32B
703-264-3962  The Coral Reefer BBS        .........          VA     V32
703-264-9698  Board On Boards             Reston             VA     V32
703-339-0847  Last Frontier BBS           Lorton             VA     V32
703-354-1104  The Info Exchange           Springfield        VA     V32
703-370-7054  TIDMADT                     Alexandria         VA     V32
703-385-4325  OS/2 Shareware              Fairfax            VA     V32B
703-389-2495  Wonko The Sane's ASYLUM     Salem              VA     V32
703-406-0074  Technical Hangout Private   Sterling           VA     V32
703-425-6638  Hallucination               Fairfax            VA     V32
703-427-2138  Mountain Air BBS            Roanoke            VA     V32
703-450-9456  SBG Online                  Sterling           VA     V32B
703-478-9380  Struppi's BBS               Herndon            VA     V32
703-528-2612  NGS/CIG                     Arlington          VA     V32
703-532-7143  Arlington SoftwareExchange  Arlington          VA     V32
703-534-0177  GreyEagle                   Falls Church       VA     V32
703-548-1507  ITS Online                  Alexandria         VA     V32B
703-573-8652  To HIS Glory                Vienna             VA     V32B
703-631-8597  Insight Computer Graphics   Leesburg           VA     V32
703-642-9882  Infinite Data Source        Alexandria         VA     V32
703-642-9883  Infinite Data Source        Alexandria         VA     V32
703-642-9884  Infinite Data Source        Alexandria         VA     V32B
703-642-9885  Infinite Data Source        Alexandria         VA     V32B
703-667-3530  Another Dimension           Winchester         VA     V32
703-689-3355  The Hat's Place BBS         Sterling           VA     V32
703-719-9646  Data Bit NETWork Private    Alexandria         VA     V32
703-777-2690  Insight Computer Graphics   Leesburg           VA     V32
703-793-3307  Paragon Systems             Herndon            VA     V32B
703-802-6885  The Transporter             Centreville        VA     V32
703-823-6591  The ABySS BBS               Alexandria         VA     V32
703-845-1162  Zonzr                       Fairfax            VA     V32
703-866-3739  CCIB                        Burke              VA     V32B
703-892-1921  The Art's Place BBS         Arlington          VA     V32B
703-938-9738  Lumberjack SNUBBS           Vienna             VA     V32
703-941-4041  The Warped Board BBS        Alexandria         VA     V32B
703-941-8291  ShanErin                    Alexandria         VA     V32
703-951-2708  Sybil BBS                   Blacksburg         VA     V32
703-953-0640  The MBT                     Blacksburg         VA     V32B
703-962-9253  The PCSS BBS                Covington          VA     V32B
703-971-1783  Indirections!               Alexandria         VA     V32
704-251-5507  The OnLine BBS              Asheville          NC     V32
704-545-7076  AET's BBS                   Mint Hill          NC     V32
704-554-1496  The Funny Farm              Charlotte          NC     V32
704-744-6237  Mega-Byte BBS               Lexington          NC     V32
704-982-9223  The King's Dominion BBS     Albemarle          NC     V32B
706-375-2196  The Battlefield             Chickamuaga        GA     V32B
706-860-2927  ZARNO Board                 Martinez           GA     V32B
707-257-2338  The Electronic Grapevine    Napa               CA     V32
707-263-6612  Clever Endeavor BBS         Lakeport           CA     V32B
707-422-6057  Nordic Computers Inc        Fairfield          CA     V32
707-445-4770  Salad Bar Adult Board       Eureka             CA     V32
707-542-7901  The Information Exchange    Santa Rosa         CA     V32B
707-552-2344  Power Station               Vallejo            CA     V32
707-575-0636  The Outland                 Santa Rosa         CA     V32
707-746-6091  DCC BBS                     Benicia            CA     V32
707-747-0306  Byte out of the Apple       Benicia            CA     V32
707-838-7500  Aerie by the Bay            Windsor            CA     V32
708-208-0662  Grey Matter                 Chicago            IL     V32B
708-208-4716  Grey Matter                 Chicago            IL     V32B
708-291-6660  The Rest of Us MUG          Northbrook         IL     V32
708-295-6926  MACropedia BBS              Lake Forest        IL     V32
708-297-1591  The Chicago BBS             Niles              IL     V32
708-298-4121  O'Hare Oasis                Des Plaines        IL     V32
708-299-1296  Eye Resources Network       Des Plaines        IL     V32B
708-301-2872  BBS USA                     Lockport           IL     V32
708-301-6465  The Age Of Information      Chicago            IL     VFC
708-352-9282  Mac-I-Nations               LaGrange           IL     V32
708-382-3904  Creative Thoughts BBS       Chicago            IL     V32B
708-394-0071  Samson                      Arlington Heights  IL     V32
708-395-1253  RichWare ShareWare PVT      Antioch            IL     V32
708-395-1254  RichWare ShareWare PUB      Antioch            IL     V32B
708-424-6136  The Electric Estates BBS    Oak Lawn           IL     V32
708-428-0519  BURPs and TOEJAM Bbs        Dundee             IL     V32B
708-439-9679  The Midrange System         Mt Prospect        IL     V32
708-462-1508  Wheaton File Exchange 1     Wheaton            IL     V32B
708-462-1509  The Wheaton File Exchange   Wheaton            IL     V32B
708-462-1691  Wheaton File Exchange 3     Wheaton            IL     V32B
708-519-1699  THE BURBS BBS               Hoffman Estates    IL     V32B
708-529-1586  Elk Grove Repeater          Elk Grove          IL     V32
708-551-9275  The Emporium System         Carpentersville    IL     V32
708-566-6183  Mulligan's Place BBS        Mundelein          IL     V32B
708-628-0330  Mail Advertising Resources  Addison            IL     V32
708-657-1113  Spectrum MACInfo            Glenview           IL     V32
708-657-9543  Terrapin Station            Glenview           IL     V32
708-683-2390  The Red Star                Burlington         IL     V32B
708-734-1818  Sports Connection           Wooddale           IL     V32
708-740-2072  The Black Knight BBS        Ingleside          IL     V32
708-742-7465  So Thats Whatcha Call It!   Elgin              IL     VFC
708-748-4025  Space City Grafix           Park Forest        IL     V32
708-749-8137  W.B.B.S.                    Berwyn             IL     V32
708-759-7908  Magrathea BBS               Bolingbrook        IL     V32
708-795-1185  The Daze Inn BBS            Berwyn             IL     V32B
708-799-4790  The Day of the Yuga         Homewood           IL     V32
708-823-4814  The White Star Line         Park Ridge         IL     V32
708-832-7754  Addison DOS Haus            Addison            IL     V32B
708-839-5054  CYCLOPS! Multi-Line TBBS    Willow Springs     IL     V32
708-953-0536  Scintillation BBS           Lombard            IL     V32B
708-953-4922  Scintillation BBS           Lombard            IL     V32B
708-963-4551  Masquerade BBS              Downers Grove      IL     V32
708-967-7157  Rude Attitude BBS           Niles              IL     V32B
708-969-9380  Blood & Guts                Westmont           IL     V32
708-982-5092  USR Tech Support            Skokie             IL     V32B
708-983-4524  AL Product Support BBS      Naperville         IL     V32
712-737-3960  Virtual Reality BBS         Orange City        IA     V32B
712-758-3483  Exegete's Haven RBBS        Ocheyedan          IA     V32
713-251-9757  North Shore BBS             Spring             TX     V32
713-292-6787  Grandmaster BBS             Woodlands          TX     V32B
713-350-6284  Fulcrum's Edge              Spring             TX     V32
713-355-6107  Data Warp Premium BBS       Spring/Houston     TX     V32
713-355-7201  Data Warp Premium BBS       Spring/Houston     TX     V32B
713-395-3101  Bob's File Exchange 1       Houston            TX     V32B
713-395-3901  Bob's File Exchange 2       Houston            TX     V32B
713-441-3080  HomeBoy's Place             Humble             TX     V32
713-463-2484  Utopia BBS                  Houston            TX     V32
713-463-4434  Far Point Back Door         Katy               TX     V32
713-479-2184  Deer Park Connection        Houston            TX     V32
713-480-2686  The Black Box RCPM          Houston            TX     V32
713-482-7080  The Roost BBS               Friendswood        TX     V32
713-487-5885  Foreplay ONLINE             Houston            TX     V32B
713-487-5995  Foreplay ONLINE             Houston            TX     V32B
713-488-4589  South o'the Border!         Houston            TX     V32B
713-498-3248  HAL-PC Telecom 1 Service    Houston            TX     V32
713-521-0698  The Exchange BBS            Houston            TX     V32B
713-579-8979  The Breakfast Club          Houston            TX     V32B
713-584-1821  The Leaders in Control      Houston            TX     V32
713-587-2670  The Bohemian's BBS          Houston            TX     V32B
713-589-0308  The InterMix Chamber        Houston            TX     V32B
713-668-3849  Club Megabyte               Houston            TX     V32
713-683-9776  Muscle Beach BBS            Houston            TX     V32
713-726-0445  My New BBS                  Houston            TX     V32
713-771-2802  The Abend BBS 1             Houston            TX     V32B
713-771-4661  The Abend BBS 2             Houston            TX     V32B
713-821-6629  Texxas Star                 Houston            TX     V32B
713-859-6320  The Computer Shop BBS       Katy               TX     V32
713-890-6257  Southern Oracle             Houston            TX     V32B
713-890-7017  Radar's Little BBS          Houston            TX     V32
713-896-1721  The Archives BBS            Houston            TX     V32
713-961-1604  Sands ProBoard              Houston            TX     V32B
713-980-9671  COMM Port One               Houston            TX     V32B
713-984-2782  Bay Area BBS                Houston            TX     V32
714-255-9508  Colossus Galactica          Brea               CA     V32B
714-348-1755  The Barn Bbs                Mission Viejo      CA     V32B
714-367-1755  Electric Dreams             Laguna Hills       CA     V32
714-457-1019  The Believer's Board 1      Lake Forest        CA     V32
714-457-1020  The Believer's Board 2      Lake Forest        CA     V32B
714-457-8066  The Safety Net              Mission Viejo      CA     V32B
714-489-1734  Electric Dreams             Dana Point         CA     V32B
714-492-1045  The Calypso BBS             San Clemente       CA     V32B
714-492-3035  The Calypso BBS             San Clemente       CA     V32
714-492-8727  InfoMat BBS                 San Clemente       CA     V32
714-522-3980  The Punkin Duster BBS       Buena Park         CA     V34
714-533-9501  Car-Puter BBS               Anaheim            CA     V32
714-537-4300  AuSSie BBS                  Garden Grove       CA     V32B
714-539-1246  12 & 12 Anonymous BBS       Garden Grove       CA     V32
714-539-9374  The Black Pine BBS          Garden Grove       CA     V32B
714-552-3515  Software Exchange BBS       Irvine             CA     V32B
714-559-6862  Beginners Luck BBS          Irvine             CA     V32
714-572-8800  AuSSie BBS                  Placentia          CA     V32B
714-636-2667  The Kandy Shack             Garden Grove       CA     V32B
714-638-2298  F.O.G.                      Garden Grove       CA     V32
714-639-1139  Ol' Codger's BBS            Orange             CA     V32
714-643-3066  Laguna Hills BBS            Laguna Hills       CA     V32B
714-651-9815  Master Connection BBS 1     Irvine             CA     V32B
714-666-9238  ChristianInfoExchange       Anaheim            CA     V32
714-670-6500  AuSSie BBS                  Buena Park         CA     V34
714-675-3947  Fire Wheel BBS              Newport Beach      CA     V32B
714-675-9121  The Waterfront              Newport Beach      CA     V32
714-708-2593  The Stand BBS               Costa Mesa         CA     V32B
714-730-5739  The Club Board              Tustin             CA     V32B
714-730-6743  The Club Board              Tustin             CA     V32B
714-738-0841  PC Treasure Chest           Fullerton          CA     V32
714-768-5720  The Carpenter's Workshop    Laguna Hills       CA     V32B
714-786-5736  MadDog! BBS                 Irvine             CA     V32B
714-827-2018  NymphoZit                   Anaheim            CA     V32
714-830-0311  Alpha/NET BBS               Lake Forest        CA     V32B
714-830-0402  Alpha/NET BBS               Lake Forest        CA     V32B
714-830-8909  California Online!          Lake Forest        CA     V32B
714-838-4689  Shepherds Flock Family BBS  Irvine             CA     V32
714-838-6539  Mount Silverthorn           Tustin             CA     V32
714-846-4393  1139/South!                 Huntington Beach   CA     V32B
714-850-1539  Salt Shaker BBS             Santa Ana          CA     V32B
714-854-6760  Moving & Shaking            Irvine             CA     V32
714-870-9624  Aim Online Services         Fullerton          CA     V32
714-939-1041  Homer                       Tustin             CA     V32B
714-952-8910  Pleasure Island Chateau     Cypress            CA     V32B
714-956-4878  THE NET!                    Anaheim            CA     V32
714-957-2881  The GOOD SAM BBS            Costa Mesa         CA     V32B
714-969-9624  Realty Network BBS          Huntington Beach   CA     V32B
714-993-5311  x-Point BBS                 Placentia          CA     V32
714-994-4705  JRL Online Services         La Mirada          CA     V32
714-996-4444  The Liberty BBS             Anaheim Hills      CA     V32B
715-345-1173  Requiem Free Expression     Stevens Point      WI     V32B
715-387-1339  Promised Land               Marshfield         WI     V32
715-453-7615  Jeaux Garage                Tomahawk           WI     V32
715-652-2758  Twilight Zone               Auburndale         WI     VFC
716-262-2612  The Pigeon Coop BBS         Rochester          NY     V32
716-288-5848  The Shack TOO               Rochester          NY     V32
716-381-4749  The Mountains of Shadow     Pittsford          NY     V32B
716-381-8538  The Rochester Lab           Pittsford          NY     V32
716-436-9497  NightWorX                   Rochester          NY     V32
716-461-5201  The Recovery Room BBS       Rochester          NY     V32B
716-473-0252  The Panic Zone              Rochester          NY     VFC
716-473-5204  The Panic Zone              Rochester          NY     V32B
716-473-7295  The Panic Zone              Rochester          NY     V32B
716-475-3044  The Garden South GSBBS      Henrietta          NY     V32
716-482-2592  Crystal Palace              Rochester          NY     V32
716-482-5401  The Wayward Wind            Rochester          NY     V32
716-526-6495  W-FL Teacher Resource Cntr  Stanley            NY     V32
716-594-1804  Micro Science               Chili              NY     V32B
716-594-4227  The Oracle BBS              North Chili        NY     V32
716-695-1937  Cougar's Kingdom BBS        Buffalo            NY     V32B
716-787-1155  The Viper's Lair            Rochester          NY     V32B
716-825-0650  Windinhair BBS              Buffalo            NY     V32B
716-895-1146  Buffalo Data Systems        Buffalo            NY     V32B
717-243-0055  L & T's Spitfire BBS        Carlisle           PA     V32B
717-245-2847  Micro Medical Center BBS    Carlisle           PA     V32
717-248-5375  Juniata Valley BBS          Lewistown          PA     V32B
717-354-5027  Rabbit Hutch                East Earl          PA     V32
717-364-5375  Sarver's Output Services    Monroeton          PA     V32B
717-387-5000  BloomsBurg/Shigaraki Net    Bloomsburg         PA     V32
717-397-0538  Mike and Rose's BBS         Lancaster          PA     V32B
717-653-9621  The BOYS Room               Mt Joy             PA     V32B
717-840-0139  Bill and Ted's              York               PA     V32B
717-840-1444  Cyberia                     York               PA     V32B
717-853-3599  The Depot RBBS              Susquehanna        PA     V32B
717-853-3999  The Depot RBBS              Susquehanna        PA     V32B
717-938-6760  Infinity V BBS              Lewisberry         PA     V32B
717-992-4467  The Allied Group BBS        Brodheadsville     PA     V32
717-992-5173  TGX BBS                     Stroudsburg        PA     V32B
718-204-7831  Cravings BBS                Long Island City   NY     V32
718-217-0898  PharmStat Systems Public    Bayside            NY     V32
718-251-9346  MORE BBS                    Brooklyn           NY     V32
718-268-5804  The Alpha Base BBS          New York           NY     VFC
718-276-0246  Design Line BBS             Rosedale           NY     V32
718-424-1696  The Greek Isles             New York City      NY     V32B
718-444-5090  MAS                         Brooklyn           NY     V32B
718-494-9273  The Event Horizon           Staten Island      NY     V32
718-529-8890  Holman's World              New York           NY     V32B
718-548-8704  Manhattan College RBBS      Riverdale/Bronx    NY     V32B
718-562-1946  The Promised Land           Bronx              NY     V32B
718-565-1522  The Red Mansion BBS         New York           NY     V32B
718-699-0056  The Greek Isles             New York           NY     V34
718-699-0832  The Greek Isles             New York           NY     V32B
718-716-6198  Systematic BBS              Bronx              NY     V32B
718-716-6341  Systematic BBS              Bronx              NY     V32B
718-721-2051  C Shop BBS                  Long Island City   NY     V32
718-739-5845  Tree Branch Online!         Briarwood          NY     VFC
718-756-7201  L'chaim BBS                 Brooklyn           NY     V32
718-793-8548  The IceBox BBS              New York           NY     V32
718-853-8957  Brooklyn Perverts BBS       Brooklyn           NY     V32
718-932-4702  Impax                       New York City      NY     VFC
718-934-1843  Shadowdale BBS              Brooklyn           NY     V32
718-956-3874  Cravings BBS                Brooklyn           NY     V32
718-972-6099  STAR-LINK NETWORK BBS       New York           NY     VFC
718-997-1189  NEO Macintosh BBS           New York City      NY     V32B
719-392-6631  Wildcat Orphanage           Fountain           CO     V32
719-550-9305  CS-Depot                    Colorado Springs   CO     V32B
719-632-2566  Cosug                       Colorado Springs   CO     V32B
800-354-2983  Idiot Box RBBS-PC #6        Tucson             AZ     V32B
801-261-8976  Salt Air BBS                Salt Lake City     UT     V32B
801-269-0795  Nibbles 'n Bits             Murray             UT     V32
801-373-4473  Rocky Mountain SF           Provo              UT     V32
801-377-5933  Sanctuary                   Provo              UT     V32
801-486-0929  The Iron Grid               Salt Lake City     UT     V32
801-489-3558  CamSoft, Inc                Springville        UT     V32B
801-579-7482  The WareHouse BBS           Salt Lake City     UT     V32B
801-586-2067  BBS-Cedar City              Cedar City         UT     V32
801-586-3935  BBS-Cedar City              Cedar City         UT     V32
801-944-0666  The Concrete Foundation     Sandy              UT     V32
802-334-2057  CUS-VT                      New Port           VT     V32B
802-388-9899  Green Mountain Mac BBS      Middlebury         VT     V32
802-479-0551  Sol II System               Barre              VT     V32
802-899-4988  The Data Dungeon!           Underhill          VT     V32B
803-236-7481  AmiSS                       Myrtle Beach       SC     V32B
803-279-1183  Hero's Guild                Belvedere          SC     V32B
803-299-3668  Door to the South           Greenville         SC     V32B
803-525-2665  The Low Country             Beaufort           SC     V32
803-552-4389  The Earth Art BBS!          North Charleston   SC     V32B
